radius_mean,texture_mean,perimeter_mean,concavity_mean,concave points_mean,radius_se,smoothness_se,concave points_se,radius_worst,texture_worst,perimeter_worst,smoothness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,Target
0.292914951,0.409198512,0.287678806,0.193509841,0.261033797,0.029802643,0.055648095,0.129816253,0.295268588,0.476279318,0.274366253,0.522551674,0.297763578,0.552233677,0.419475655,0.26984127,1
0.552274126,0.266824484,0.552207864,0.462511715,0.501491054,0.187361941,0.155726281,0.321083539,0.529704731,0.247867804,0.498979033,0.638776993,0.586661342,0.817182131,0.440370589,0.241440378,1
0.057503905,0.24112276,0.05473015,0.037207123,0.029408549,0.016223067,0.246626101,0.112085622,0.036784063,0.264925373,0.034115245,0.386515222,0.054952077,0.088109966,0.303567909,0.124950807,0
0.292914951,0.302671627,0.291548614,0.287253983,0.364811133,0.063588629,0.163816841,0.230157227,0.275346852,0.424573561,0.260919368,0.709436703,0.399840256,0.717525773,0.460279913,0.412304867,1
0.239907236,0.16638485,0.236680257,0.154451734,0.136630219,0.055078762,0.128327158,0.107217276,0.207399502,0.231343284,0.196573535,0.516608334,0.243610224,0.225017182,0.232998226,0.183457956,0
0.308060012,0.425769361,0.297975261,0.111316776,0.168190855,0.044287525,0.093211408,0.224284902,0.256848097,0.52771855,0.241994123,0.297365119,0.182268371,0.440549828,0.257441356,0.092680047,0
0.226182025,0.40209672,0.21373782,0.038823805,0.055417495,0.106717364,0.140870925,0.141030498,0.17965137,0.365138593,0.162209273,0.246516542,0.044113419,0.12766323,0.171101912,0.069460842,0
0.31515926,0.22421373,0.300048373,0.043509841,0.085636183,0.027412638,0.093959275,0.150710362,0.239772323,0.297707889,0.227451566,0.249158027,0.083865815,0.295051546,0.153952296,0.165354847,0
0.234701122,0.288468042,0.220579089,0.046204311,0.067047714,0.041933732,0.186864738,0.151543853,0.183920313,0.248134328,0.165645699,0.285478439,0.07350639,0.216357388,0.240488863,0.124885216,0
0.53192295,0.304024349,0.528712598,0.415182755,0.526838966,0.261524534,0.074310773,0.174692177,0.450729278,0.322761194,0.421783953,0.375288912,0.209504792,0.45532646,0.287009659,0.16286239,1
0.384258602,0.416300304,0.369497616,0.123078725,0.165705765,0.072062285,0.100690077,0.174692177,0.361792956,0.524253731,0.335126251,0.447269365,0.216613419,0.525773196,0.218805441,0.155385019,1
0.214823229,0.305715252,0.204201506,0.071134021,0.113220676,0.077276842,0.224869973,0.164235651,0.174670936,0.278518124,0.15638229,0.354817407,0.072492013,0.217044674,0.343189434,0.100485373,0
0.578777983,0.299628001,0.564646534,0.309981256,0.447017893,0.223067174,0.161301288,0.291343057,0.647812166,0.429637527,0.596095423,0.602456581,0.309824281,0.718556701,0.388724621,0.182998819,1
0.365800558,0.401758539,0.357680879,0.302952202,0.403727634,0.112656165,0.066152225,0.240954726,0.353610815,0.497867804,0.325165596,0.433401572,0.286501597,0.63024055,0.420461266,0.356552538,1
0.287235553,0.324653365,0.268260659,0.001621368,0.020710736,0.105920695,0.196417038,0.078935404,0.22411953,0.272654584,0.198366453,0.20425279,0.001473642,0.038178694,0.172284644,0.051488915,0
0.077476454,0.070341562,0.07290443,0.048289597,0.038762425,0.016078218,0.28544719,0.1087706,0.056101032,0.090085288,0.04726331,0.674437034,0.093290735,0.15185567,0.326236941,0.231011413,0
0.150930001,0.174839364,0.143459332,0.025398313,0.064115308,0.146405939,0.197198899,0.155199848,0.109925293,0.144722814,0.096867374,0.371987057,0.017316294,0.08862543,0.392667061,0.165026892,0
0.076529888,0.381129523,0.075115749,0.070290534,0.046018887,0.089335506,0.347316178,0.175393067,0.058164354,0.400319829,0.058020818,0.612362148,0.071892971,0.095463918,0.27735068,0.144824872,0
0.344029533,0.420696652,0.363692903,0.500234302,0.430069583,0.214412457,0.261549444,0.3500663,0.346495909,0.466151386,0.34209871,0.613022519,0.552875399,0.613402062,0.252119062,0.381477109,1
0.10374367,0.140344944,0.10648884,0.140299906,0.108349901,0.108021003,0.238807492,0.295510513,0.07399502,0.192164179,0.075601375,0.17955491,0.11158147,0.174810997,0.338458506,0.19585465,0
0.269724076,0.477849171,0.268813489,0.264292409,0.341600398,0.113706319,0.206275283,0.244364463,0.325862682,0.571695096,0.305742318,0.752360827,0.321405751,0.589690722,0.35836783,0.315230224,1
0.369113541,0.481230977,0.370465068,0.296860356,0.448757455,0.089154445,0.169629806,0.224284902,0.333689079,0.5695629,0.319687235,0.618305488,0.241533546,0.554639175,0.346146265,0.223468451,1
0.117563538,0.382144065,0.112777279,0.050890347,0.074751491,0.044758284,0.29938471,0.176794848,0.088224831,0.520788913,0.082773046,0.552268375,0.075175719,0.22395189,0.25882121,0.243145743,0
0.204884282,0.315522489,0.193559533,0.08690253,0.11083499,0.058374072,0.257300201,0.16982383,0.156527926,0.315031983,0.137407241,0.381892624,0.115335463,0.239209622,0.164596885,0.074576938,0
0.096928392,0.257693608,0.103655587,0.733364574,0.217445328,0.078182147,0.266376585,0.62928585,0.084667378,0.283315565,0.075153145,0.50868388,1,0.60137457,0.524935935,0.409681228,0
0.274456908,0.229286439,0.259691797,0.08559044,0.142345924,0.045373891,0.212428188,0.164084107,0.196727143,0.206289979,0.175606355,0.38585485,0.08298722,0.202130584,0.161245811,0.059425423,0
0.565999337,0.392289483,0.551516827,0.253045923,0.395178926,0.245265254,0.092837475,0.259518848,0.60227677,0.388059701,0.575178047,0.317836624,0.214616613,0.614776632,0.19436231,0.071166208,1
0.0902551,0.16672303,0.103655587,0.201640112,0.142743539,0.150172008,0.526804229,0.334533056,0.064140875,0.09728145,0.060510982,0.32708182,0.114536741,0.164467354,0.135817071,0.349993441,0
0.483648067,0.500845451,0.486559326,0.396438613,0.394831014,0.173528879,0.139613149,0.213487403,0.547491996,0.581023454,0.503959361,0.576702107,0.524440895,0.65257732,0.344569288,0.517250426,1
0.32273179,0.205613798,0.322299772,0.182497657,0.25193837,0.060546804,0.102117823,0.174389089,0.307363927,0.235607676,0.298271826,0.46179753,0.221964856,0.475257732,0.201852947,0.314574315,1
0.252212599,0.230300981,0.244627185,0.07900656,0.112922465,0.050334963,0.106774994,0.150880849,0.219850587,0.298240938,0.195726879,0.306610315,0.136022364,0.297594502,0.207569486,0.138069002,0
0.430167069,0.336151505,0.416764564,0.22888941,0.329920477,0.230273402,0.309582894,0.342678538,0.421202419,0.334221748,0.390407889,0.520570561,0.225958466,0.52233677,0.21387739,0.057916831,1
0.309953145,0.041596212,0.304885633,0.161129335,0.32584493,0.10812964,0.397287283,0.156071226,0.218783351,0.012526652,0.20394442,0.488212375,0.068202875,0.254536082,0.225704711,0.110651974,0
0.523877136,0.217788299,0.52802156,0.394564199,0.536779324,0.314720261,0.211680321,0.39211972,0.514407684,0.183635394,0.496488869,0.506042396,0.302396166,0.72233677,0.430908733,0.365735275,1
0.62468645,0.482245519,0.690415313,0.879568885,0.7972167,0.297012493,0.294625557,0.491191514,0.549270722,0.525053305,0.597091489,0.612362148,0.613498403,0.86185567,0.763847822,0.292535747,1
0.278243173,0.280351708,0.272268675,0.091119963,0.115059642,0.055766793,0.121698338,0.154934647,0.224475276,0.341151386,0.20653419,0.381232253,0.138258786,0.272371134,0.23930613,0.158336613,0
0.211510247,0.380791343,0.207449382,0.107567948,0.110984095,0.077349267,0.294285617,0.14218602,0.184276058,0.536780384,0.169928781,0.558211715,0.140175719,0.210549828,0.235955056,0.219532992,0
0.300960765,0.207981062,0.295072904,0.273898782,0.347266402,0.063190295,0.172723255,0.261981436,0.270366418,0.297707889,0.230340156,0.544343921,0.388019169,0.586941581,0.3867534,0.305391578,0
0.863221165,0.514034494,0.882523668,0.782333646,0.916998012,0.284555495,0.219362953,0.384542527,0.785129847,0.575692964,0.803277056,0.568777653,0.517252396,0.985223368,0.155726395,0.328348419,1
0.573571868,0.560703416,0.589523875,0.453842549,0.730119284,0.147564729,0.198252711,0.349119151,0.441124155,0.551705757,0.452661985,0.449250479,0.194249201,0.632646048,0.147053026,0.242621015,1
0.237540821,0.20087927,0.229147951,0.097258669,0.092594433,0.041861307,0.144678247,0.133112332,0.204197794,0.343283582,0.186114846,0.439344912,0.181070288,0.262268041,0.357579342,0.158730159,0
0.543281745,0.297937098,0.534240896,0.312792877,0.437127237,0.213000181,0.16174321,0.268990339,0.53361793,0.417377399,0.506947557,0.453212706,0.25215655,0.564261168,0.419869899,0.201692247,1
0.354915046,0.397362191,0.348697395,0.282099344,0.245427435,0.111859497,0.260257674,0.333585906,0.294557097,0.459221748,0.288809204,0.392458562,0.267492013,0.420962199,0.286812537,0.088023088,1
0.569785603,0.503212716,0.540460231,0.343955014,0.411083499,0.158609451,0.073392936,0.22731578,0.591604411,0.490138593,0.510433787,0.354817407,0.459664537,0.672164948,0.471318746,0.248196248,1
0.254579015,0.408860331,0.248704305,0.140932521,0.186133201,0.067463335,0.183533331,0.244932752,0.209889719,0.492537313,0.204442452,0.391137819,0.194408946,0.414089347,0.27735068,0.246425292,0
0.362487576,0.187013865,0.359201161,0.233505155,0.351093439,0.144848814,0.129007037,0.307444592,0.299181786,0.165778252,0.293789531,0.373307799,0.20798722,0.480068729,0.312635521,0.194739604,0
0.36154101,0.483936422,0.350908714,0.072680412,0.146968191,0.094369002,0.107250909,0.1630233,0.290999644,0.455490405,0.261417401,0.266327676,0.073394569,0.238694158,0.188645772,0.114259478,0
0.397037247,0.441325668,0.389814111,0.262886598,0.371918489,0.072931378,0.27769657,0.333964766,0.302383493,0.368336887,0.284326909,0.360100376,0.227316294,0.507216495,0.19534792,0.08684245,1
0.297647783,0.170781197,0.282979753,0.076405811,0.131610338,0.106536303,0.094095251,0.204963061,0.299893276,0.275319829,0.269385926,0.194347223,0.107827476,0.343986254,0.091070373,0.046044864,0
0.30616688,0.290497125,0.295833045,0.093111528,0.138170974,0.066449393,0.141788762,0.177419966,0.25506937,0.371002132,0.234971861,0.414250809,0.110303514,0.27185567,0.219396807,0.072084481,0
0.382365469,0.342238755,0.390505148,0.398313027,0.438121272,0.132283179,0.256212394,0.35063459,0.366417645,0.325426439,0.364012152,0.554249488,0.41557508,0.726804124,0.250147842,0.179063361,1
0.628472715,0.450456544,0.612328104,0.343252109,0.431560636,0.233967047,0.146275963,0.240386437,0.579509072,0.521588486,0.526370835,0.315855511,0.327316294,0.540549828,0.418687167,0.187852551,1
0.246059918,0.274940818,0.234952664,0.058341143,0.146172962,0.09219627,0.126457491,0.287743891,0.17431519,0.237206823,0.158025798,0.282836954,0.039776358,0.202130584,0.130494776,0.122786305,0
0.132803256,0.345958742,0.126598024,0.016000469,0.03944831,0.080934275,0.320121018,0.099450654,0.106367841,0.38033049,0.09163803,0.399062273,0.016365815,0.081821306,0.072738025,0.228518956,0
0.218609494,0.105850524,0.211111879,0.098313027,0.166500994,0.043454644,0.150933134,0.130403486,0.182497332,0.136993603,0.162109667,0.475004953,0.153514377,0.290343643,0.237926276,0.21330185,0
0.352075347,0.340209672,0.35028678,0.219962512,0.290208748,0.064457722,0.213889928,0.269748058,0.298826041,0.502132196,0.294287564,0.475004953,0.255111821,0.537800687,0.227281687,0.252459662,1
0.31373941,0.516401759,0.305853085,0.202085286,0.223111332,0.124932102,0.141380834,0.187933321,0.322305229,0.61966951,0.289805269,0.365383345,0.253115016,0.406872852,0.214074512,0.124163715,1
0,0.125803179,0,0,0,0.040774941,0.288166706,0,0,0.200426439,0,0.576041735,0,0,0.269465799,0.2543618,0
0.246059918,0.365573216,0.231013752,0.055834114,0.087972167,0.029295673,0.114457627,0.128755446,0.1924582,0.554904051,0.170177798,0.271610645,0.091453674,0.255360825,0.222550759,0.090121999,0
0.137015476,0.32769699,0.139313109,0.144189316,0.15054672,0.024913996,0.249685556,0.210645956,0.100675916,0.394722814,0.108620947,0.559532457,0.211182109,0.335017182,0.208357974,0.19585465,0
0.166075063,0.323977004,0.163222998,0.070173383,0.059691849,0.088176716,0.199952408,0.163174844,0.128424048,0.300906183,0.118581603,0.335006274,0.06379393,0.110068729,0.248570865,0.134330316,0
0.290075252,0.197835644,0.300048373,0.485238988,0.477186879,0.101140684,0.185233029,0.262928585,0.29811455,0.276652452,0.278848548,0.759624909,0.509265176,0.682474227,0.311847033,0.56054047,1
0.220502627,0.291511667,0.216847488,0.165651359,0.173210736,0.070432736,0.23207669,0.264822883,0.185343294,0.459488273,0.174809502,0.644720333,0.229472843,0.418556701,0.244628425,0.235668372,0
0.254579015,0.29861346,0.243383318,0.061925961,0.095477137,0.003041825,0.059285447,0.105285092,0.190679473,0.412313433,0.175058519,0.311893284,0.15471246,0.290103093,0.279519022,0.110258428,0
0.723602631,0.336827866,0.753299703,0.999062793,0.906063618,0.399601666,0.163238943,0.469785944,0.728210601,0.426172708,0.77887345,0.653305157,0.767412141,1,0.490833826,0.281057327,1
0.206304132,0.39059858,0.198258586,0.120267104,0.094383698,0.044504798,0.251555223,0.121898087,0.180718605,0.456556503,0.167239404,0.651984415,0.249201278,0.284467354,0.249162231,0.218286764,0
0.132329973,0.246195468,0.129293069,0.101546392,0.088369781,0.105558573,0.41258456,0.193786702,0.110992529,0.251865672,0.10593157,0.498778313,0.103833866,0.183298969,0.190814114,0.194411649,0
0.26735766,0.37368955,0.265081888,0.249531396,0.299254473,0.083613978,0.380630248,0.434741428,0.192102455,0.35847548,0.192190846,0.37991151,0.176996805,0.379725086,0.130297654,0.195592287,0
0.344502816,0.336151505,0.373436528,0.703608247,0.387574553,0.091001267,0.121868307,0.434173139,0.262184276,0.312100213,0.281836745,0.120979991,0.541773163,0.517182131,0.164202641,0.348681621,0
0.167021629,0.354413257,0.171722756,0.151733833,0.152485089,0.080427304,0.34561648,0.292479636,0.114905727,0.28598081,0.110613078,0.388496335,0.103434505,0.210859107,0.161245811,0.231011413,0
0.082587912,0.20696652,0.083269988,0.096813496,0.095626243,0.019916712,0.222592379,0.197007009,0.06040555,0.202558635,0.070073211,0.668493693,0.196166134,0.360824742,0.268283067,0.306047488,0
0.234227839,0.399729456,0.226245595,0.077975633,0.099801193,0.072533044,0.20702315,0.146069331,0.204197794,0.376599147,0.184919568,0.520570561,0.120047923,0.249037801,0.172087522,0.19919979,0
0.093189455,0.204599256,0.103310068,0.217033739,0.11471173,0.073040014,0.565557331,0.437204016,0.0527926,0.134594883,0.064395637,0.308591428,0.123322684,0.132164948,0.017149616,0.145480782,0
0.373373089,0.23537369,0.37903393,0.395970009,0.443489066,0.114104653,0.1792161,0.240765296,0.387050872,0.409115139,0.381941332,0.770190847,0.37571885,0.696563574,0.398186477,0.337531156,1
0.416441857,0.446398377,0.42782116,0.499765698,0.47112326,0.159514756,0.237481728,0.263307445,0.436143721,0.492537313,0.39787838,0.755002311,0.587539936,0.698969072,0.33688153,0.460186278,1
0.519144304,0.348326006,0.486559326,0.170876289,0.278131213,0.159007786,0.078560016,0.186834628,0.450017787,0.421375267,0.39240002,0.237931718,0.179632588,0.407216495,0.653853735,0.039813722,1
0.209617114,0.037538045,0.204201506,0.082286785,0.130367793,0.010610176,0.147091818,0.122371661,0.173959445,0.105277186,0.165994322,0.552268375,0.167891374,0.307835052,0.286024049,0.198019153,0
0.552747409,0.250591816,0.536314007,0.341377694,0.430666004,0.21774398,0.217187341,0.303277136,0.50942725,0.343283582,0.473081329,0.522551674,0.261341853,0.575257732,0.261975163,0.193624557,1
0.817312698,0.354751437,0.845898694,1,1,0.506065544,0.734847197,0.345141125,0.643543223,0.319029851,0.649882962,0.650003302,0.463498403,0.772508591,0.326631185,0.164305392,1
0.355861612,0.039905309,0.348904706,0.207169634,0.287176938,0.065688937,0.071557263,0.22731578,0.276414088,0.10554371,0.260919368,0.39708116,0.204472843,0.419587629,0.260989553,0.164108619,0
0.302380614,0.225904633,0.292377859,0.189597001,0.13916501,0.018975195,0.14297855,0.196628149,0.225186766,0.28598081,0.207082026,0.206894275,0.264217252,0.308522337,0.095209935,0.13931523,0
0.325098206,0.253635441,0.308548131,0.033270853,0.056709742,0.038747058,0.098106537,0.091191514,0.268943436,0.308102345,0.248468549,0.294063264,0.064816294,0.175395189,0.157500493,0.110061656,0
0.31373941,0.506594521,0.303849077,0.123828491,0.15333002,0.043273583,0.080735629,0.130327714,0.318747777,0.629530917,0.312714777,0.501419798,0.303194888,0.456701031,0.375517445,0.157155975,1
0.568839036,0.311126141,0.550134752,0.217221181,0.279671968,0.209342749,0.092293572,0.25781398,0.511917467,0.365405117,0.487026246,0.20425279,0.25615016,0.418556701,0.251527696,0.068017841,1
0.384258602,0.225904633,0.38552968,0.266635426,0.42415507,0.115661778,0.247917871,0.427732525,0.290999644,0.168176972,0.276358384,0.445288252,0.156549521,0.489003436,0.202050069,0.149219467,0
0.606228406,0.521136287,0.59850736,0.596298032,0.571073559,0.138982437,0.112859911,0.197575298,0.522945571,0.574626866,0.48951641,0.371987057,0.453115016,0.595189003,0.342992312,0.194214876,1
0.246533201,0.121068651,0.243867044,0.066893158,0.143240557,0.032228861,0.172009382,0.153324493,0.1924582,0.154317697,0.204044026,0.472363468,0.079193291,0.281340206,0.375320323,0.245113472,0
0.401296796,0.330402435,0.40017967,0.34348641,0.40193837,0.131377874,0.153890607,0.207046789,0.403059409,0.372601279,0.370984611,0.550947633,0.302795527,0.520274914,0.250739208,0.164961301,1
0.434426617,0.400067636,0.431276346,0.244376757,0.278976143,0.116494659,0.107556855,0.174862663,0.41053006,0.523987207,0.394890184,0.451231592,0.238977636,0.450859107,0.377488665,0.138724911,1
0.413128875,0.142712208,0.402252781,0.167174321,0.294880716,0.072496831,0.119114798,0.240197007,0.340448239,0.192697228,0.318193137,0.337647758,0.136501597,0.472164948,0.228267297,0.102781057,0
0.542808462,0.412580318,0.52802156,0.270149953,0.340308151,0.175411914,0.145766054,0.173290396,0.519032373,0.516257996,0.474077394,0.497457571,0.316693291,0.473883162,0.304356397,0.138134593,1
0.273983624,0.431518431,0.262110428,0.110379569,0.134393638,0.045337679,0.196688989,0.168971396,0.233368908,0.569029851,0.207331042,0.467080499,0.173881789,0.320652921,0.249162231,0.168109668,1
0.223815609,0.23537369,0.21373782,0.0841612,0.129224652,0.122179975,0.165380562,0.24758477,0.192102455,0.358742004,0.178046715,0.369345572,0.083546326,0.239450172,0.028976937,0.120621802,0
0.21056368,0.192086574,0.202266602,0.082075914,0.142892644,0.023320659,0.116259306,0.162947528,0.156172181,0.26652452,0.147019274,0.315855511,0.111741214,0.291271478,0.219002563,0.082710219,0
0.377159354,0.265809943,0.366664363,0.36059044,0.428628231,0.428933551,0.281707856,0.530592915,0.377801494,0.250799574,0.353553464,0.46179753,0.267971246,0.572852234,0.364478612,0.107765971,1
0.203464433,0.124450457,0.20185198,0.108598875,0.238369781,0.08216549,0.324880171,0.372229589,0.141942369,0.099946695,0.13008616,0.432741201,0.069241214,0.295910653,0.105854524,0.083956448,0
0.130484169,0.076428813,0.120586,0,0,0.031613254,0.147091818,0,0.095695482,0.0554371,0.080282883,0.34491184,0,0,0.303567909,0.17361931,0
